date,zone_id,population_est,billed_consumption_liters,production_volume_liters,avg_pressure_bar
2024-06-06,Z07,31200,5380582,6129506,3.05
2024-06-07,Z07,31200,5500098,6265658,3.75
2024-06-08,Z07,31200,5810658,6619444,3.62
2024-06-09,Z07,31200,6101070,6950278,3.13
2024-06-10,Z07,31200,5647806,6433925,3.61
2024-06-11,Z07,31200,5568386,6343450,3.63
2024-06-12,Z07,31200,5406417,6158936,3.3
2024-06-13,Z07,31200,5554875,6328059,3.39
2024-06-14,Z07,31200,5461632,6221837,3.28
2024-06-15,Z07,31200,5839077,6651819,2.46
2024-06-16,Z07,31200,6175469,7035033,4.06
2024-06-17,Z07,31200,5299898,6037591,4.2
2024-06-18,Z07,31200,5474868,6236915,2.72
2024-06-19,Z07,31200,5333876,6076299,4.2
2024-06-20,Z07,31200,5141071,5856657,3.8
2024-06-21,Z07,31200,5603162,6383066,3.05
2024-06-22,Z07,31200,6083355,6930097,3.5
2024-06-23,Z07,31200,6115553,6966777,3.25
2024-06-24,Z07,31200,5299275,6036882,4.06
2024-06-25,Z07,31200,5373945,6121945,3.14
2024-06-26,Z07,31200,5351985,6096928,4.66
2024-06-27,Z07,31200,5767060,6569777,4.18
2024-06-28,Z07,31200,5398672,6150114,2.99
2024-06-29,Z07,31200,6562299,7475706,4.42
2024-06-30,Z07,31200,6101457,6950719,3.96
2024-07-01,Z07,31200,5437352,6194177,3.52
2024-07-02,Z07,31200,6011671,6848436,3.94
2024-07-03,Z07,31200,5513519,6280946,4.06
2024-07-04,Z07,31200,6063508,6907488,3.22
2024-07-05,Z07,31200,5527088,6296404,4.02
2024-07-06,Z07,31200,6184995,7045885,3.38
2024-07-07,Z07,31200,6467721,7367964,4.01
2024-07-08,Z07,31200,5299431,6037060,3.53
2024-07-09,Z07,31200,5998347,6833257,3.1
2024-07-10,Z07,31200,5391550,6142000,3.92
2024-07-11,Z07,31200,5473862,6235769,3.41
2024-07-12,Z07,31200,5440862,6198176,3.68
2024-07-13,Z07,31200,6188347,7049703,3.8
2024-07-14,Z07,31200,6083361,6930104,4.33
2024-07-15,Z07,31200,5305879,6044405,3.38
2024-07-16,Z07,31200,5815238,6624661,3.18
2024-07-17,Z07,31200,5681856,6472714,4.42
2024-07-18,Z07,31200,5680011,6470612,3.6
2024-07-19,Z07,31200,5791381,6597484,3.33
2024-07-20,Z07,31200,6596643,7514830,3.78
2024-07-21,Z07,31200,5926030,6750875,3.43
2024-07-22,Z07,31200,5842280,6655467,3.47
2024-07-23,Z07,31200,5727513,6524726,4.89
2024-07-24,Z07,31200,5369251,6116598,3.11
2024-07-25,Z07,31200,5584163,6361423,2.88
2024-07-26,Z07,31200,5468371,6229514,4.21
2024-07-27,Z07,31200,6364781,7250696,3.41
2024-07-28,Z07,31200,6154230,7010838,3.76
2024-07-29,Z07,31200,5763583,6565816,3.92
2024-07-30,Z07,31200,5483746,6247029,2.73
2024-07-31,Z07,31200,5419655,6174017,4.17
2024-08-01,Z07,31200,5642019,6427332,3.32
2024-08-02,Z07,31200,5472744,6234496,4.55
2024-08-03,Z07,31200,6383729,7272281,3.2
2024-08-04,Z07,31200,6426185,7320646,4.38
2024-08-05,Z07,31200,5464329,6224909,4.47
2024-08-06,Z07,31200,5569466,6344681,3.36
2024-08-07,Z07,31200,5517799,6285822,3.5
2024-08-08,Z07,31200,5597527,6376648,3.44
2024-08-09,Z07,31200,5075085,5781487,4.36
2024-08-10,Z07,31200,6040829,6881652,3.69
2024-08-11,Z07,31200,5811166,6620023,3.87
2024-08-12,Z07,31200,5267916,6001158,3.53
2024-08-13,Z07,31200,5100281,5810190,3.84
2024-08-14,Z07,31200,4972844,5665015,3.87
2024-08-15,Z07,31200,5726604,6523690,3.3
2024-08-16,Z07,31200,5448350,6206707,4.49
2024-08-17,Z07,31200,5667790,6456691,3.5
2024-08-18,Z07,31200,5857166,6672425,4.11
2024-08-19,Z07,31200,5278652,6013388,2.97
2024-08-20,Z07,31200,5475570,6237715,3.94
2024-08-21,Z07,31200,5240618,5970060,4.13
2024-08-22,Z07,31200,5778593,6582916,3.73
2024-08-23,Z07,31200,5430640,6186531,4.14
2024-08-24,Z07,31200,5866199,6682715,3.25
2024-08-25,Z07,31200,5750822,6551279,3.84
2024-08-26,Z07,31200,5463585,6224062,2.84
2024-08-27,Z07,31200,5004105,5700627,3.67
2024-08-28,Z07,31200,5428295,6183859,3.2
2024-08-29,Z07,31200,5279002,6013787,3.57
2024-08-30,Z07,31200,5088743,5797045,4.29
2024-08-31,Z07,31200,5533372,6303563,4.47
2024-09-01,Z07,31200,5623698,6406461,2.96
2024-09-02,Z07,31200,4674128,5324720,4.22
2024-09-03,Z07,31200,5006632,5703505,4.3
2024-09-04,Z07,31200,5028507,5728425,3.76
2024-09-05,Z07,31200,5212364,5937874,4.28
2024-09-06,Z07,31200,5279861,6014766,3.39
2024-09-07,Z07,31200,5626160,6409266,3.34
2024-09-08,Z07,31200,4924030,5609406,3.35
2024-09-09,Z07,31200,4831821,5504362,3.96
2024-09-10,Z07,31200,5440472,6197732,3.55
2024-09-11,Z07,31200,4777315,5442270,3.24
2024-09-12,Z07,31200,4381959,4991884,3.27
2024-09-13,Z07,31200,5153736,5871085,3.6
2024-09-14,Z07,31200,4965240,5656352,3.18
2024-09-15,Z07,31200,5625539,6408558,3.93
2024-09-16,Z07,31200,4412377,5026536,4.2
2024-09-17,Z07,31200,5218062,5944365,4.09
2024-09-18,Z07,31200,4627491,5271591,5.06
2024-09-19,Z07,31200,4750068,5411230,3.81
2024-09-20,Z07,31200,4927262,5613088,4.45
2024-09-21,Z07,31200,5226253,5953695,3.69
2024-09-22,Z07,31200,5438107,6195038,3.46
2024-09-23,Z07,31200,4762569,5425472,3.66
2024-09-24,Z07,31200,4699118,5353189,3.68
2024-09-25,Z07,31200,4547411,5180365,3.54
2024-09-26,Z07,31200,4371825,4980340,3.06
2024-09-27,Z07,31200,4463610,5084900,3.11
2024-09-28,Z07,31200,5021961,5720968,4.17
2024-09-29,Z07,31200,5158624,5876654,4.02
2024-09-30,Z07,31200,4328974,4931525,4.49
2024-10-01,Z07,31200,4706987,5362153,3.4
2024-10-02,Z07,31200,4236757,4826472,3.36
2024-10-03,Z07,31200,4510015,5137765,3.03
2024-10-04,Z07,31200,4155999,4734473,4.13
2024-10-05,Z07,31200,4774528,5439095,3.15
2024-10-06,Z07,31200,5057240,5761158,3.58
2024-10-07,Z07,31200,4126767,4701173,3.76
2024-10-08,Z07,31200,4112698,4685144,2.82
2024-10-09,Z07,31200,4481946,5105789,3.99
2024-10-10,Z07,31200,4348930,4954258,4.11
2024-10-11,Z07,31200,4241094,4831413,3.74
2024-10-12,Z07,31200,4404249,5017276,3.56
2024-10-13,Z07,31200,4793161,5460321,3.58
2024-10-14,Z07,31200,3878608,4418471,4.3
2024-10-15,Z07,31200,4136807,4712609,3.63
2024-10-16,Z07,31200,4034375,4595920,3.59
2024-10-17,Z07,31200,4108234,4680059,3.26
2024-10-18,Z07,31200,3924388,4470624,2.2
2024-10-19,Z07,31200,4310588,4910579,4.15
2024-10-20,Z07,31200,4264905,4858537,3.6
2024-10-21,Z07,31200,3905302,4448881,3.16
2024-10-22,Z07,31200,4040077,4602415,4.66
2024-10-23,Z07,31200,3819354,4350970,3.82
2024-10-24,Z07,31200,3990477,4545912,3.5
2024-10-25,Z07,31200,3848666,4384362,4.11
2024-10-26,Z07,31200,4485515,5109854,3.78
2024-10-27,Z07,31200,4423035,5038678,3.77
2024-10-28,Z07,31200,3629510,4134701,3.3
2024-10-29,Z07,31200,3886844,4427854,3.95
2024-10-30,Z07,31200,3836121,4370071,4.07
2024-10-31,Z07,31200,3761929,4285552,3.3
2024-11-01,Z07,31200,3418511,3894333,2.65
2024-11-02,Z07,31200,4095720,4665804,4.08
2024-11-03,Z07,31200,4351687,4957399,3.91
2024-11-04,Z07,31200,3521892,4012105,4.02
2024-11-05,Z07,31200,3957131,4507924,3.62
2024-11-06,Z07,31200,3201933,3647610,4.08
2024-11-07,Z07,31200,3655380,4164172,3.27
2024-11-08,Z07,31200,3698136,4212880,3.51
2024-11-09,Z07,31200,4014279,4573027,3.08
2024-11-10,Z07,31200,3994886,4550934,4.18
2024-11-11,Z07,31200,3433605,3911528,3.58
2024-11-12,Z07,31200,3466050,3948489,3.72
2024-11-13,Z07,31200,3581510,4080020,3.82
2024-11-14,Z07,31200,3240491,3691535,3.48
2024-11-15,Z07,31200,3378929,3849242,4.01
2024-11-16,Z07,31200,3639221,4145764,4.43
2024-11-17,Z07,31200,3684940,4197847,4.09
2024-11-18,Z07,31200,3563892,4059951,2.74
2024-11-19,Z07,31200,3691861,4205731,3.65
2024-11-20,Z07,31200,3430050,3907479,3.68
2024-11-21,Z07,31200,3170238,3611503,4.22
2024-11-22,Z07,31200,3441159,3920134,3.33
2024-11-23,Z07,31200,3292374,3750640,3.08
2024-11-24,Z07,31200,3355731,3822816,4.02
2024-11-25,Z07,31200,3172659,3614261,3.59
2024-11-26,Z07,31200,3204395,3650415,3.29
2024-11-27,Z07,31200,3140227,3577316,3.47
2024-11-28,Z07,31200,3277110,3733252,2.89
2024-11-29,Z07,31200,3326334,3789326,3.69
2024-11-30,Z07,31200,3520689,4010734,3.45
2024-12-01,Z07,31200,3471804,3955045,3.87
2024-12-02,Z07,31200,3300080,3759419,3.5
2024-12-03,Z07,31200,3138272,3575089,3.62
2024-12-04,Z07,31200,3152668,3591488,3.37
2024-12-05,Z07,31200,3172832,3614459,3.47
2024-12-06,Z07,31200,3442616,3921794,3.04
2024-12-07,Z07,31200,3271967,3727393,4.12
2024-12-08,Z07,31200,3204233,3650230,3.58
2024-12-09,Z07,31200,3001552,3419338,2.61
2024-12-10,Z07,31200,3077222,3505541,2.81
2024-12-11,Z07,31200,3204942,3651038,4.12
2024-12-12,Z07,31200,3016786,3436693,3.58
2024-12-13,Z07,31200,2883076,3284372,3.59
2024-12-14,Z07,31200,3040321,3463503,3.6
2024-12-15,Z07,31200,3020931,3441414,3.84
2024-12-16,Z07,31200,2798464,3187982,4.37
2024-12-17,Z07,31200,2687599,3061686,3.82
2024-12-18,Z07,31200,2989776,3405923,3.75
2024-12-19,Z07,31200,2927098,3334522,3.31
2024-12-20,Z07,31200,2975379,3389523,2.83
2024-12-21,Z07,31200,3503780,3991471,3.84
2024-12-22,Z07,31200,2961998,3374279,3.88
2024-12-23,Z07,31200,2888381,3290415,4.15
2024-12-24,Z07,31200,2986044,3401671,4.46
2024-12-25,Z07,31200,2830199,3224135,3.02
2024-12-26,Z07,31200,2828719,3222449,3.29
2024-12-27,Z07,31200,2956100,3367559,3.93
2024-12-28,Z07,31200,3240609,3691670,3.6
2024-12-29,Z07,31200,3281039,3737728,4.32
2024-12-30,Z07,31200,2809596,3200664,3.5
2024-12-31,Z07,31200,2778972,3165777,4.6
2025-01-01,Z07,31200,2897868,3301222,3.63
2025-01-02,Z07,31200,3104628,3536761,4.41
2025-01-03,Z07,31200,2727036,3106613,2.4
2025-01-04,Z07,31200,3206568,3652890,3.84
2025-01-05,Z07,31200,3104954,3537133,3.61
2025-01-06,Z07,31200,2721661,3100489,2.55
2025-01-07,Z07,31200,2653101,3022386,3.59
2025-01-08,Z07,31200,2864884,3263647,2.98
2025-01-09,Z07,31200,2853398,3250563,3.34
2025-01-10,Z07,31200,2663562,3034303,3.75
2025-01-11,Z07,31200,3186604,3630148,3.54
2025-01-12,Z07,31200,2980787,3395683,3.78
2025-01-13,Z07,31200,2754091,3137433,3.68
2025-01-14,Z07,31200,2986431,3402113,4.78
2025-01-15,Z07,31200,2900367,3304070,3.73
2025-01-16,Z07,31200,2627333,2993032,3.66
2025-01-17,Z07,31200,2824579,3217732,3.81
2025-01-18,Z07,31200,3129395,3564976,3.59
2025-01-19,Z07,31200,3110869,3543871,2.81
2025-01-20,Z07,31200,2771588,3157366,3.95
2025-01-21,Z07,31200,2815128,3206966,4.25
2025-01-22,Z07,31200,2880392,3281314,4.38
2025-01-23,Z07,31200,2708142,3085089,3.94
2025-01-24,Z07,31200,2904286,3308534,3.47
2025-01-25,Z07,31200,3165102,3605653,3.73
2025-01-26,Z07,31200,3137379,3574071,4.49
2025-01-27,Z07,31200,2831052,3225106,3.49
2025-01-28,Z07,31200,2825707,3219018,3.0
2025-01-29,Z07,31200,2667846,3039184,4.7
2025-01-30,Z07,31200,2951954,3362836,3.09
2025-01-31,Z07,31200,2803192,3193368,2.81
2025-02-01,Z07,31200,3036304,3458928,3.76
2025-02-02,Z07,31200,3175839,3617884,3.8
2025-02-03,Z07,31200,2831314,3225405,3.83
2025-02-04,Z07,31200,2831715,3225862,4.04
2025-02-05,Z07,31200,3005795,3424172,3.52
2025-02-06,Z07,31200,2860593,3258759,3.53
2025-02-07,Z07,31200,2825762,3219080,3.31
2025-02-08,Z07,31200,3357771,3825140,3.67
2025-02-09,Z07,31200,3522344,4012619,3.87
2025-02-10,Z07,31200,3135121,3571499,4.05
2025-02-11,Z07,31200,2984812,3400269,3.15
2025-02-12,Z07,31200,2989854,3406012,2.98
2025-02-13,Z07,31200,3049551,3474018,4.04
2025-02-14,Z07,31200,2894677,3297588,3.34
2025-02-15,Z07,31200,2907760,3312491,3.11
2025-02-16,Z07,31200,2944856,3354751,2.67
2025-02-17,Z07,31200,3049896,3474411,4.3
2025-02-18,Z07,31200,3175079,3617018,3.74
2025-02-19,Z07,31200,3123686,3558472,3.87
2025-02-20,Z07,31200,3062270,3488508,3.82
2025-02-21,Z07,31200,3185494,3628883,3.71
2025-02-22,Z07,31200,3395185,3867761,3.59
2025-02-23,Z07,31200,3191538,3635768,3.56
2025-02-24,Z07,31200,3004565,3422770,3.11
2025-02-25,Z07,31200,3130178,3565868,2.72
2025-02-26,Z07,31200,3353027,3819735,4.72
2025-02-27,Z07,31200,3087132,3516830,3.62
2025-02-28,Z07,31200,3238352,3689098,3.38
2025-03-01,Z07,31200,3458363,3939733,3.2
2025-03-02,Z07,31200,3917386,4462648,4.12
2025-03-03,Z07,31200,3134553,3570852,3.67
2025-03-04,Z07,31200,3210404,3657260,3.17
2025-03-05,Z07,31200,3375147,3844934,3.45
2025-03-06,Z07,31200,3367686,3836435,3.76
2025-03-07,Z07,31200,3528946,4020141,3.41
2025-03-08,Z07,31200,3470810,3953913,4.01
2025-03-09,Z07,31200,3604607,4106332,4.66
2025-03-10,Z07,31200,3696293,4210780,3.39
2025-03-11,Z07,31200,3255841,3709022,3.46
2025-03-12,Z07,31200,3383270,3854188,3.19
2025-03-13,Z07,31200,3237948,3688638,3.52
2025-03-14,Z07,31200,3368464,3837321,2.62
2025-03-15,Z07,31200,3906522,4450271,4.15
2025-03-16,Z07,31200,3842227,4377027,2.93
2025-03-17,Z07,31200,3455907,3936935,3.2
2025-03-18,Z07,31200,3558515,4053825,3.64
2025-03-19,Z07,31200,3390917,3862899,4.29
2025-03-20,Z07,31200,3639064,4145586,3.17
2025-03-21,Z07,31200,3498093,3984993,3.51
2025-03-22,Z07,31200,3590213,4089935,3.75
2025-03-23,Z07,31200,4194537,4778375,3.26
2025-03-24,Z07,31200,3768736,4293307,3.54
2025-03-25,Z07,31200,3868096,4406496,2.8
2025-03-26,Z07,31200,3812350,4342992,3.34
2025-03-27,Z07,31200,3729944,4249115,4.22
2025-03-28,Z07,31200,3715357,4232497,4.01
2025-03-29,Z07,31200,3958137,4509071,3.38
2025-03-30,Z07,31200,3959462,4510580,3.09
2025-03-31,Z07,31200,3622436,4126643,3.49
2025-04-01,Z07,31200,3778052,4303919,2.87
2025-04-02,Z07,31200,3828001,4360820,3.5
2025-04-03,Z07,31200,3774070,4299383,3.39
2025-04-04,Z07,31200,3921948,4467845,3.38
2025-04-05,Z07,31200,4133643,4709005,3.53
2025-04-06,Z07,31200,4422431,5037990,3.87
2025-04-07,Z07,31200,3719953,4237734,3.08
2025-04-08,Z07,31200,4002837,4559992,4.08
2025-04-09,Z07,31200,3832774,4366258,4.16
2025-04-10,Z07,31200,4120449,4693974,4.7
2025-04-11,Z07,31200,3809967,4340276,3.75
2025-04-12,Z07,31200,4148043,4725409,4.34
2025-04-13,Z07,31200,4575398,5212249,4.09
2025-04-14,Z07,31200,4136301,4712033,3.7
2025-04-15,Z07,31200,4271804,4866397,2.99
2025-04-16,Z07,31200,3980139,4534135,4.05
2025-04-17,Z07,31200,4393111,5004588,3.72
2025-04-18,Z07,31200,4215593,4802361,4.49
2025-04-19,Z07,31200,4158808,4737672,3.97
2025-04-20,Z07,31200,4760730,5423376,4.13
2025-04-21,Z07,31200,4236346,4826003,3.31
2025-04-22,Z07,31200,4109208,4681169,3.72
2025-04-23,Z07,31200,4501896,5128516,2.64
2025-04-24,Z07,31200,4346476,4951463,3.88
2025-04-25,Z07,31200,4524901,5154722,4.21
2025-04-26,Z07,31200,4927411,5613257,4.3
2025-04-27,Z07,31200,4754731,5416542,3.42
2025-04-28,Z07,31200,4306504,4905927,2.69
2025-04-29,Z07,31200,4534313,5165444,3.33
2025-04-30,Z07,31200,4641208,5287219,3.56
2025-05-01,Z07,31200,4627351,5271432,3.8
2025-05-02,Z07,31200,4332293,4935305,2.59
2025-05-03,Z07,31200,5019058,5717661,3.55
2025-05-04,Z07,31200,4828337,5500394,3.08
2025-05-05,Z07,31200,4848679,5523567,4.32
2025-05-06,Z07,31200,4603968,5244794,2.43
2025-05-07,Z07,31200,4718406,5375161,4.11
2025-05-08,Z07,31200,4807937,5477154,3.52
2025-05-09,Z07,31200,4698947,5352994,2.58
2025-05-10,Z07,31200,5043506,5745512,4.44
2025-05-11,Z07,31200,5354754,6100082,4.28
2025-05-12,Z07,31200,4578934,5216276,4.22
2025-05-13,Z07,31200,4868610,5546272,3.65
2025-05-14,Z07,31200,4620212,5263300,3.26
2025-05-15,Z07,31200,4708241,5363582,3.63
2025-05-16,Z07,31200,5160443,5878726,3.87
2025-05-17,Z07,31200,5350015,6094684,3.33
2025-05-18,Z07,31200,5317452,6057588,3.17
2025-05-19,Z07,31200,5093121,5802033,3.85
2025-05-20,Z07,31200,5435799,6192408,3.7
2025-05-21,Z07,31200,5039636,5741103,4.06
2025-05-22,Z07,31200,5299028,6036600,4.36
2025-05-23,Z07,31200,4994189,5689331,4.03
2025-05-24,Z07,31200,5780118,6584653,3.02
2025-05-25,Z07,31200,5449314,6207805,3.59
2025-05-26,Z07,31200,5261739,5994120,3.79
2025-05-27,Z07,31200,5221131,5947861,4.0
2025-05-28,Z07,31200,4979450,5672540,4.03
2025-05-29,Z07,31200,5054904,6009260,3.57
2025-05-30,Z07,31200,5013296,5959797,3.35
2025-05-31,Z07,31200,5652937,6720201,4.1
2025-06-01,Z07,31200,5913721,7030221,3.79
2025-06-02,Z07,31200,5332140,6338838,3.74
2025-06-03,Z07,31200,5335667,6343031,3.25
2025-06-04,Z07,31200,5296679,6296682,4.65
2025-06-05,Z07,31200,5762904,6850930,3.72
2025-06-06,Z07,31200,5406080,6426738,3.56
2025-06-07,Z07,31200,6050803,6893015,3.72
2025-06-08,Z07,31200,5982908,6815670,3.53
2025-06-09,Z07,31200,5730330,6527935,2.96
2025-06-10,Z07,31200,5483536,6246790,3.75
2025-06-11,Z07,31200,5229017,5956845,2.87
2025-06-12,Z07,31200,5721001,6517308,3.65
2025-06-13,Z07,31200,5607685,6388219,2.8
2025-06-14,Z07,31200,5765722,6568253,2.52
2025-06-15,Z07,31200,5879192,6697518,3.91
2025-06-16,Z07,31200,5604959,6385114,3.05
2025-06-17,Z07,31200,5753455,6554278,3.82
2025-06-18,Z07,31200,5749773,6550085,3.68
2025-06-19,Z07,31200,5858924,6674428,3.67
2025-06-20,Z07,31200,5830622,6642186,3.29
2025-06-21,Z07,31200,6302411,7179644,3.53
2025-06-22,Z07,31200,5824492,6635203,3.27
2025-06-23,Z07,31200,5514072,6281576,4.07
2025-06-24,Z07,31200,6053617,6896221,3.36
2025-06-25,Z07,31200,5988981,6822588,3.48
2025-06-26,Z07,31200,5733095,6531085,3.97
2025-06-27,Z07,31200,5709005,6503642,3.29
2025-06-28,Z07,31200,6436597,7332508,2.7
2025-06-29,Z07,31200,6081068,6927493,3.07
2025-06-30,Z07,31200,5713744,6509041,4.13
2025-07-01,Z07,31200,5923928,6748480,3.64
2025-07-02,Z07,31200,5660874,6448811,3.75
2025-07-03,Z07,31200,5909040,6731520,3.75
2025-07-04,Z07,31200,5896336,6717048,4.49
2025-07-05,Z07,31200,6507049,7412765,2.56
2025-07-06,Z07,31200,6474241,7375392,3.54
2025-07-07,Z07,31200,6137643,7744634,3.62
2025-07-08,Z07,31200,5955977,7515403,3.59
2025-07-09,Z07,31200,5939857,7495063,4.0
2025-07-10,Z07,31200,6017092,7592520,4.01
2025-07-11,Z07,31200,6390444,8063624,3.49
2025-07-12,Z07,31200,6326942,7983496,2.76
2025-07-13,Z07,31200,6477117,8172991,4.85
2025-07-14,Z07,31200,5966305,7528436,3.6
2025-07-15,Z07,31200,5391119,6802652,3.64
2025-07-16,Z07,31200,5677622,7164168,4.23
2025-07-17,Z07,31200,5907610,7454373,3.4
2025-07-18,Z07,31200,5815905,7338657,4.25
2025-07-19,Z07,31200,6673366,7602232,3.45
2025-07-20,Z07,31200,6478158,7379853,4.51
2025-07-21,Z07,31200,6005964,6841935,3.83
2025-07-22,Z07,31200,5930300,6755739,3.26
2025-07-23,Z07,31200,6011073,6847755,4.69
2025-07-24,Z07,31200,5615043,6396602,3.9
2025-07-25,Z07,31200,5724643,6521456,3.3
2025-07-26,Z07,31200,5856999,6672235,2.9
2025-07-27,Z07,31200,6828852,7779360,3.95
2025-07-28,Z07,31200,5859199,6674742,4.29
2025-07-29,Z07,31200,5504248,6270384,3.79
2025-07-30,Z07,31200,5798569,6605672,3.77
2025-07-31,Z07,31200,5915293,6738644,4.38
2025-08-01,Z07,31200,5861085,6676890,3.9
2025-08-02,Z07,31200,6223741,7090024,3.27
2025-08-03,Z07,31200,6837688,7789426,3.29
2025-08-04,Z07,31200,6017054,6854568,3.88
2025-08-05,Z07,31200,5759799,6561506,3.85
2025-08-06,Z07,31200,5191145,5913701,4.14
2025-08-07,Z07,31200,5766221,6568822,3.78
2025-08-08,Z07,31200,5627434,6410717,3.94
2025-08-09,Z07,31200,6489399,7392659,3.77
2025-08-10,Z07,31200,6265795,7137932,4.08
2025-08-11,Z07,31200,5491977,6256405,3.97
2025-08-12,Z07,31200,5952379,6780892,3.47
2025-08-13,Z07,31200,5425107,6180228,3.51
2025-08-14,Z07,31200,5657152,6444571,3.76
2025-08-15,Z07,31200,5622538,6405140,3.66
2025-08-16,Z07,31200,6275522,7149012,4.26
2025-08-17,Z07,31200,6417954,7311269,3.71
2025-08-18,Z07,31200,5612889,6394147,2.89
2025-08-19,Z07,31200,5392636,6143237,3.01
2025-08-20,Z07,31200,5345536,6089581,3.48
2025-08-21,Z07,31200,5201631,5925647,3.96
2025-08-22,Z07,31200,5519993,6288321,3.24
2025-08-23,Z07,31200,5907083,6729290,3.93
2025-08-24,Z07,31200,5997050,6831780,3.22
2025-08-25,Z07,31200,5731261,7316918,3.68
2025-08-26,Z07,31200,5511065,7035800,3.81
2025-08-27,Z07,31200,5491128,7010347,3.03
2025-08-28,Z07,31200,5109728,6523427,3.8
2025-08-29,Z07,31200,5300558,6767053,4.41
2025-08-30,Z07,31200,6228729,7952019,3.5
2025-08-31,Z07,31200,6269080,8003534,3.64
2025-09-01,Z07,31200,5434761,6938386,3.73
2025-09-02,Z07,31200,5376070,6863456,3.65
2025-09-03,Z07,31200,5454930,6964135,3.61
2025-09-04,Z07,31200,5040310,6434802,3.57
2025-09-05,Z07,31200,5185877,6620643,2.82
2025-09-06,Z07,31200,5620837,7175943,3.83
2025-09-07,Z07,31200,5971140,7623163,3.06
2025-09-08,Z07,31200,5045188,6441030,3.79
2025-09-09,Z07,31200,5217791,6661387,3.95
2025-09-10,Z07,31200,5106747,5817556,3.8
2025-09-11,Z07,31200,5020031,5718769,3.16
2025-09-12,Z07,31200,5235674,5964428,3.76
2025-09-13,Z07,31200,5817589,6627340,3.49
2025-09-14,Z07,31200,5783190,6588152,3.31
2025-09-15,Z07,31200,4687580,5340044,4.63
2025-09-16,Z07,31200,4807114,5476217,3.15
2025-09-17,Z07,31200,5084642,5792373,3.85
2025-09-18,Z07,31200,5143543,5859474,4.36
2025-09-19,Z07,31200,4884225,5564061,3.79
2025-09-20,Z07,31200,5318067,6058290,3.29
2025-09-21,Z07,31200,4601196,5241637,3.32
2025-09-22,Z07,31200,4566796,5202449,2.9
2025-09-23,Z07,31200,4810316,5479864,3.65
2025-09-24,Z07,31200,4714302,5370486,3.67
2025-09-25,Z07,31200,4767489,5431076,3.47
2025-09-26,Z07,31200,4688201,5340752,4.31
2025-09-27,Z07,31200,5531708,6301667,3.58
2025-09-28,Z07,31200,5109028,5820154,2.82
2025-09-29,Z07,31200,4461477,5082470,4.36
2025-09-30,Z07,31200,4412145,5026271,3.03
2025-10-01,Z07,31200,4697454,5351293,3.87
2025-10-02,Z07,31200,4678868,5330120,3.94
2025-10-03,Z07,31200,4722935,5380321,3.58
2025-10-04,Z07,31200,4752989,5414558,4.09
2025-10-05,Z07,31200,4555922,5190061,3.66
2025-10-06,Z07,31200,4131085,4706091,3.44
2025-10-07,Z07,31200,4362013,4969162,2.58
2025-10-08,Z07,31200,4308136,4907786,2.76
2025-10-09,Z07,31200,4601931,5242475,5.0
2025-10-10,Z07,31200,4391761,5003051,3.99
2025-10-11,Z07,31200,5140209,5855676,4.25
2025-10-12,Z07,31200,4992155,5687014,4.88
2025-10-13,Z07,31200,4350021,4955500,3.44
2025-10-14,Z07,31200,4234135,4823485,3.55
2025-10-15,Z07,31200,4140728,4717076,2.8
2025-10-16,Z07,31200,4346787,4951816,3.48
2025-10-17,Z07,31200,4203745,4788864,3.47
2025-10-18,Z07,31200,4756946,5419066,3.43
2025-10-19,Z07,31200,4411886,5025976,4.15
2025-10-20,Z07,31200,4019612,4579102,3.98
2025-10-21,Z07,31200,3898224,4440818,4.08
2025-10-22,Z07,31200,4278533,4874063,3.01
2025-10-23,Z07,31200,3921834,4467715,3.64
2025-10-24,Z07,31200,4025754,4586100,3.8
2025-10-25,Z07,31200,4356657,4963061,4.56
2025-10-26,Z07,31200,4257850,4850501,3.68
2025-10-27,Z07,31200,3711736,4228373,3.54
2025-10-28,Z07,31200,4189484,4772619,4.17
2025-10-29,Z07,31200,3874416,4413696,3.5
2025-10-30,Z07,31200,3671977,4183080,3.86
2025-10-31,Z07,31200,3800077,4329010,3.84
2025-11-01,Z07,31200,4233513,4822776,3.36
2025-11-02,Z07,31200,3759532,4282821,3.28
2025-11-03,Z07,31200,3757134,4280090,3.58
2025-11-04,Z07,31200,3737383,4257590,3.38
2025-11-05,Z07,31200,3807898,4337920,2.85
2025-11-06,Z07,31200,3774810,4300226,3.96
2025-11-07,Z07,31200,3733335,4252978,3.89
2025-11-08,Z07,31200,4233978,4823306,3.23
2025-11-09,Z07,31200,4082382,4650609,3.18
2025-11-10,Z07,31200,3375455,3845285,3.84
2025-11-11,Z07,31200,3322163,3784575,4.48
2025-11-12,Z07,31200,3316875,3778551,4.11
2025-11-13,Z07,31200,3668201,4178778,4.2
2025-11-14,Z07,31200,3623227,4127544,3.45
2025-11-15,Z07,31200,3927660,4474351,3.81
2025-11-16,Z07,31200,3654047,4162654,3.53
2025-11-17,Z07,31200,3558163,4053424,3.24
2025-11-18,Z07,31200,3437972,3916503,3.7
2025-11-19,Z07,31200,3556988,4052086,3.17
2025-11-20,Z07,31200,3535911,4028074,3.23
2025-11-21,Z07,31200,3381262,3851900,3.38
2025-11-22,Z07,31200,3951157,4501118,3.43
2025-11-23,Z07,31200,3307036,3767343,3.59
